CUENTA,CARNET,FAPERTURA,TIPO_CUENTA,ESTADO_CUENTA,SALDO_ACTUAL,PLAZO_MESES,TASA_INTERES,FECHA_CIERRE
7-105-76951-7,4784883,2014-05-22,APORTE,INACTIVA,25685.56,6,0.046,
7-105-77104-1,3225378,2023-04-14,AHORRO,ACTIVA,19610.58,24,0.098,
4-100-12471-3,4102900,2006-03-01,AHORRO,CERRADA,95053.9,36,0.022,
8-106-58783-8,5544289,2004-10-20,APORTE,INACTIVA,61143.84,0,0.102,
3-104-38767-7,4003619,2005-03-27,AHORRO,ACTIVA,19091.28,12,0.092,
8-103-70521-3,3571385,2016-10-14,AHORRO,CERRADA,92300.56,0,0.092,
4-108-18962-1,3553984,2002-02-03,AHORRO,ACTIVA,72628.06,0,0.09,
4-105-41200-1,3014678,2009-03-25,CRÉDITO,CERRADA,75320.36,0,0.066,
1-105-26765-8,5817582,2012-02-24,APORTE,CERRADA,17529.99,0,0.032,
2-101-76000-3,3798278,2017-05-07,CRÉDITO,INACTIVA,34035.58,0,0.024,
1-101-86929-9,5591893,2010-01-23,CRÉDITO,ACTIVA,76189.62,36,0.118,
8-108-33846-3,5584524,2009-08-04,APORTE,ACTIVA,47636.48,36,0.056,
7-103-86114-3,3091278,2022-11-22,APORTE,INACTIVA,81083.02,24,0.028,
3-104-61397-2,5544862,2017-12-16,APORTE,INACTIVA,37096.86,0,0.084,
1-108-81456-4,2281265,2000-06-06,APORTE,ACTIVA,44966.27,12,0.047,
5-101-71981-6,4893324,2006-02-02,APORTE,ACTIVA,98371.06,12,0.087,
4-106-98597-7,2835109,2017-11-13,AHORRO,CERRADA,66156.58,0,0.045,
8-107-51488-6,4311687,2008-10-10,CRÉDITO,ACTIVA,43139.87,6,0.081,
6-107-45174-4,2897406,2016-12-15,AHORRO,ACTIVA,59788.66,6,0.102,
1-101-10907-2,5806695,2019-02-14,CRÉDITO,INACTIVA,99005.41,12,0.112,
9-102-44040-4,2205690,2020-10-05,CRÉDITO,ACTIVA,96532.3,36,0.086,
6-106-63639-7,2970486,2001-01-14,CRÉDITO,ACTIVA,71013.27,0,0.119,
2-100-27305-2,3075781,2017-11-01,AHORRO,INACTIVA,77532.84,6,0.038,
4-104-56636-8,2540180,2003-09-21,CRÉDITO,INACTIVA,98762.4,0,0.018,
5-108-12882-7,2666636,2013-08-11,CRÉDITO,ACTIVA,42698.03,12,0.103,
5-100-62332-6,2429823,2015-10-09,CRÉDITO,CERRADA,70223.68,12,0.026,
7-104-14935-3,4887004,2008-04-28,APORTE,ACTIVA,21335.73,36,0.028,
4-105-98713-3,2705979,2001-04-25,CRÉDITO,CERRADA,41130.25,24,0.099,
5-106-65476-1,3021786,2003-03-28,CRÉDITO,ACTIVA,14760.63,24,0.114,
7-104-58400-3,3311214,2018-03-06,CRÉDITO,CERRADA,31762.3,0,0.068,
2-101-88271-9,3685118,2014-08-28,APORTE,CERRADA,73966.21,0,0.046,
7-106-11327-8,5668139,2013-08-05,CRÉDITO,CERRADA,95943.63,36,0.055,
7-102-55752-8,5623621,2010-08-29,AHORRO,CERRADA,94064.35,6,0.062,
1-107-67222-3,2947287,2009-09-21,AHORRO,ACTIVA,8593.89,6,0.043,
1-101-85487-9,4023752,2007-05-20,APORTE,ACTIVA,45634.17,36,0.052,
2-109-26402-7,3597471,2013-12-05,CRÉDITO,CERRADA,45579.15,36,0.087,
1-105-38326-7,2251342,2005-02-13,CRÉDITO,CERRADA,78922.5,12,0.077,
2-101-56386-3,3040269,2021-01-09,CRÉDITO,CERRADA,46917.63,0,0.031,
6-109-39603-4,5017778,2013-11-26,AHORRO,CERRADA,13483.32,0,0.11,
6-100-24460-1,4626525,2016-01-01,CRÉDITO,ACTIVA,77605.2,36,0.058,
8-101-41432-5,4725446,2008-01-05,APORTE,ACTIVA,13319.24,36,0.044,
7-104-11941-8,5894895,2008-09-01,APORTE,ACTIVA,52255.93,24,0.056,
9-101-61153-3,3808208,2002-08-26,AHORRO,ACTIVA,46422.78,24,0.056,
5-100-20188-1,5804968,2007-12-25,CRÉDITO,ACTIVA,70534.24,24,0.117,
2-102-99329-6,5147005,2020-02-17,APORTE,CERRADA,79240.62,12,0.069,
4-107-46833-9,5060235,2008-06-12,AHORRO,ACTIVA,3541.23,6,0.037,
3-108-88420-7,5746556,2023-12-21,AHORRO,ACTIVA,52690.42,0,0.029,
5-103-13138-9,2472685,2018-07-07,AHORRO,INACTIVA,74332.36,12,0.044,
5-104-51016-1,4746475,2017-09-21,APORTE,ACTIVA,32911.46,6,0.043,
7-102-99214-3,2872712,2019-01-22,CRÉDITO,ACTIVA,10239.99,36,0.065,
4-106-52251-6,5551634,2011-10-02,CRÉDITO,INACTIVA,44986.21,0,0.101,
2-108-51620-6,5099008,2002-08-19,APORTE,ACTIVA,85137.1,0,0.056,
2-108-40646-3,5469260,2017-05-14,CRÉDITO,ACTIVA,15253.51,24,0.074,
7-108-18793-5,3114442,2006-05-19,AHORRO,INACTIVA,62440.9,36,0.052,
8-101-47511-6,3718843,2003-03-10,APORTE,INACTIVA,62592.23,12,0.04,
6-104-17822-6,2899873,2019-02-07,APORTE,CERRADA,83349.74,6,0.024,
7-100-24521-5,5214843,2017-05-28,APORTE,CERRADA,73123.8,24,0.053,
3-108-60659-3,5430967,2022-06-15,CRÉDITO,INACTIVA,91765.7,12,0.111,
8-104-95714-9,3821503,2011-03-14,CRÉDITO,CERRADA,42152.58,36,0.035,
3-108-55131-7,2602374,2020-10-30,AHORRO,CERRADA,72760.76,0,0.088,
1-108-99685-1,2393648,2005-03-17,APORTE,ACTIVA,51231.84,6,0.09,
8-102-77462-8,3304996,2013-12-20,CRÉDITO,INACTIVA,96741.76,24,0.023,
9-105-81819-1,2929597,2017-08-27,AHORRO,INACTIVA,36618.0,6,0.106,
7-103-39333-9,2488165,2014-12-02,CRÉDITO,CERRADA,24372.93,36,0.034,
5-101-73774-3,3516976,2002-11-27,AHORRO,ACTIVA,35060.63,24,0.033,
1-102-59359-6,2300859,2023-03-06,APORTE,INACTIVA,74784.18,0,0.105,
8-108-76030-2,3514921,2021-08-02,CRÉDITO,ACTIVA,56330.31,0,0.019,
5-101-80449-7,2919797,2007-11-02,AHORRO,INACTIVA,12209.38,6,0.036,
3-108-51117-8,5986531,2019-12-17,APORTE,INACTIVA,79879.6,0,0.017,
5-105-30181-6,3749550,2001-12-28,CRÉDITO,CERRADA,69079.48,24,0.074,
9-101-73986-5,3693091,2004-01-12,AHORRO,CERRADA,50130.39,24,0.056,
6-100-51003-7,5678853,2022-03-14,CRÉDITO,INACTIVA,80462.55,12,0.065,
8-105-78354-6,4246346,2016-06-05,APORTE,ACTIVA,62913.08,6,0.013,
7-105-62913-4,2916552,2015-02-10,CRÉDITO,CERRADA,71596.34,36,0.069,
3-103-17399-5,2638716,2021-12-08,CRÉDITO,CERRADA,50185.49,0,0.079,
9-103-73316-9,4427670,2000-11-02,CRÉDITO,INACTIVA,34798.25,6,0.083,
2-104-63056-6,3596077,2008-09-05,APORTE,ACTIVA,85682.81,12,0.104,
3-106-82822-6,2810365,2018-10-16,AHORRO,ACTIVA,67172.79,36,0.101,
8-104-73668-5,3289694,2002-01-17,AHORRO,CERRADA,35581.93,24,0.059,
4-104-46505-9,4531804,2014-04-20,AHORRO,ACTIVA,81257.64,6,0.092,
5-104-83429-6,5157871,2010-10-28,AHORRO,INACTIVA,89135.11,36,0.104,
6-100-68928-1,2903742,2019-06-27,APORTE,ACTIVA,76406.84,24,0.028,
2-109-10049-8,5562933,2005-02-05,APORTE,CERRADA,81953.29,36,0.02,
1-105-76848-2,3644559,2008-04-11,APORTE,CERRADA,37869.33,6,0.116,
9-108-83545-7,2910862,2021-11-18,APORTE,INACTIVA,98590.5,36,0.118,
9-106-99914-9,3802624,2022-05-14,CRÉDITO,ACTIVA,6139.01,12,0.049,
9-106-66761-1,5862061,2021-06-30,APORTE,INACTIVA,62239.11,6,0.056,
4-108-90739-9,2010244,2009-09-06,AHORRO,INACTIVA,97415.61,24,0.107,
7-100-66887-6,2225317,2011-04-25,APORTE,INACTIVA,16087.14,24,0.109,
1-100-44493-9,3822255,2018-03-16,CRÉDITO,ACTIVA,3670.52,24,0.072,
3-107-69303-7,5560246,2017-10-21,AHORRO,INACTIVA,33724.91,0,0.014,
6-108-18533-6,4422809,2014-01-06,APORTE,INACTIVA,51429.63,12,0.044,
3-100-56735-3,3614493,2008-09-07,CRÉDITO,INACTIVA,40333.19,36,0.117,
8-107-49780-1,2832360,2000-03-15,APORTE,INACTIVA,53630.06,0,0.108,
8-108-92335-5,4951723,2007-06-04,APORTE,INACTIVA,33745.72,24,0.078,
3-103-43216-3,5322735,2015-03-16,APORTE,ACTIVA,25563.81,0,0.083,
5-109-75739-4,4181858,2004-07-15,CRÉDITO,CERRADA,98508.13,6,0.066,
3-103-40498-8,5027905,2016-04-29,AHORRO,CERRADA,93435.74,12,0.034,
4-109-41352-4,2753392,2014-03-06,APORTE,CERRADA,83255.71,36,0.105,
7-108-77871-7,4793439,2006-10-11,AHORRO,INACTIVA,15190.92,12,0.093,
4-109-42132-8,5363085,2009-01-23,APORTE,CERRADA,47995.12,12,0.111,
6-107-46812-3,2983677,2011-06-28,AHORRO,ACTIVA,13321.91,6,0.065,
7-100-59996-6,3277224,2006-02-09,APORTE,ACTIVA,79503.09,6,0.085,
3-105-69837-7,4427509,2000-11-02,AHORRO,ACTIVA,59484.25,12,0.109,
9-103-39126-9,5563169,2003-08-28,APORTE,INACTIVA,24806.12,12,0.109,
8-105-82809-7,2612316,2005-09-11,APORTE,CERRADA,19582.03,12,0.054,
6-102-77471-9,3920886,2021-03-30,CRÉDITO,ACTIVA,33129.89,12,0.068,
3-106-47821-4,4977623,2008-12-15,CRÉDITO,CERRADA,91573.22,12,0.057,
3-103-54803-3,2161929,2021-03-15,AHORRO,INACTIVA,87606.47,12,0.118,
4-107-52569-4,5213197,2019-12-23,AHORRO,ACTIVA,96480.82,24,0.076,
5-108-12053-2,2680965,2013-07-07,APORTE,CERRADA,95422.18,0,0.069,
2-108-59232-3,2459491,2002-08-20,APORTE,INACTIVA,56883.54,12,0.089,
4-102-41460-9,2411210,2002-04-11,APORTE,INACTIVA,87188.8,12,0.064,
4-109-24647-3,2563526,2013-09-30,CRÉDITO,ACTIVA,17800.7,24,0.091,
9-108-46018-3,5628066,2002-07-12,AHORRO,CERRADA,50649.7,24,0.022,
3-102-39964-3,5251452,2007-11-12,AHORRO,INACTIVA,96000.51,12,0.048,
7-109-88808-7,2545727,2004-03-26,AHORRO,CERRADA,56641.8,36,0.047,
2-109-11678-7,4080893,2006-08-02,AHORRO,CERRADA,47632.43,0,0.022,
6-102-58394-7,3548927,2021-10-30,APORTE,ACTIVA,62817.04,0,0.052,
1-102-36524-3,3171620,2005-03-30,AHORRO,INACTIVA,55646.48,12,0.062,
6-103-12907-6,4502931,2019-09-25,CRÉDITO,ACTIVA,76208.98,6,0.102,
5-108-30257-4,3225662,2008-05-10,AHORRO,INACTIVA,6551.85,36,0.103,
3-107-96776-9,3904822,2017-06-15,CRÉDITO,INACTIVA,40870.72,6,0.01,
7-104-62816-9,3652083,2017-03-25,CRÉDITO,CERRADA,1318.17,0,0.072,
5-100-66863-8,4468504,2016-06-30,APORTE,CERRADA,26007.27,0,0.075,
8-104-77367-4,5737676,2002-09-11,CRÉDITO,CERRADA,48541.48,24,0.109,
8-103-86084-4,5228518,2014-08-21,CRÉDITO,ACTIVA,36202.81,12,0.026,
4-108-20188-6,4447210,2018-09-23,APORTE,ACTIVA,34637.91,12,0.018,
1-101-78360-5,4426931,2011-06-01,CRÉDITO,CERRADA,43490.64,24,0.063,
9-103-88348-1,4174089,2022-06-06,CRÉDITO,INACTIVA,21455.07,36,0.066,
6-104-24237-4,5147516,2014-04-25,AHORRO,ACTIVA,64756.28,0,0.087,
8-108-28526-6,3105034,2002-01-12,APORTE,CERRADA,44685.71,12,0.028,
3-101-98474-3,5162884,2002-09-09,APORTE,ACTIVA,27297.29,24,0.102,
9-108-44400-1,2109668,2004-03-13,AHORRO,INACTIVA,88670.07,36,0.095,
9-102-30421-5,2961787,2022-05-29,APORTE,INACTIVA,74400.85,12,0.021,
4-103-99491-1,2870722,2014-04-28,AHORRO,CERRADA,78825.26,0,0.044,
8-100-47088-6,5567643,2012-06-08,CRÉDITO,INACTIVA,58753.68,12,0.111,
5-108-13926-2,3175073,2015-10-28,CRÉDITO,CERRADA,77285.24,24,0.089,
1-102-93481-3,5701619,2023-11-11,AHORRO,INACTIVA,83477.63,24,0.03,
3-100-13119-4,2497519,2020-09-25,AHORRO,CERRADA,54432.84,36,0.087,
6-106-64559-7,3470666,2006-01-04,AHORRO,CERRADA,56791.12,36,0.021,
2-109-81657-5,2909386,2008-06-28,CRÉDITO,INACTIVA,28288.88,0,0.049,
6-102-11925-5,4547402,2000-12-09,AHORRO,INACTIVA,4307.82,36,0.118,
2-108-84329-6,4904283,2017-12-26,APORTE,CERRADA,45806.41,0,0.021,
1-109-48243-9,2679820,2021-10-10,AHORRO,ACTIVA,42195.79,24,0.116,
1-106-49406-3,3319322,2020-05-22,AHORRO,CERRADA,66142.54,24,0.089,
4-100-14552-5,3165093,2012-07-03,CRÉDITO,INACTIVA,93810.7,12,0.024,
4-102-22343-7,5466629,2005-11-09,APORTE,ACTIVA,32390.01,0,0.027,
6-109-28041-1,3069556,2019-05-27,AHORRO,INACTIVA,13811.66,24,0.078,
2-105-68376-9,3432994,2023-05-14,AHORRO,INACTIVA,833.94,36,0.056,
2-103-72448-2,3927976,2020-06-12,APORTE,CERRADA,68712.01,36,0.052,
1-100-91560-7,2169724,2003-02-28,CRÉDITO,ACTIVA,69893.65,36,0.041,
5-109-75449-8,3936056,2009-11-25,APORTE,INACTIVA,77637.8,12,0.031,
9-107-24570-6,4118032,2006-02-13,CRÉDITO,INACTIVA,27680.5,6,0.068,
6-105-14861-1,3128874,2013-07-16,AHORRO,INACTIVA,89518.5,36,0.096,
1-102-88342-3,2570027,2004-12-12,APORTE,INACTIVA,92817.38,12,0.05,
1-107-78231-8,3335887,2005-06-12,AHORRO,INACTIVA,21403.03,36,0.086,
1-107-13679-3,3182833,2014-09-15,APORTE,CERRADA,97727.69,0,0.06,
1-103-41281-7,5112067,2004-05-05,AHORRO,CERRADA,77856.92,6,0.076,
7-104-86350-4,4675176,2006-12-19,CRÉDITO,ACTIVA,70060.75,24,0.063,
3-104-85269-1,3521142,2002-06-16,AHORRO,CERRADA,37045.07,12,0.014,
1-102-51971-8,2952395,2013-12-19,CRÉDITO,INACTIVA,78218.37,36,0.017,
5-102-40420-7,5384268,2021-04-24,APORTE,ACTIVA,15942.95,36,0.052,
9-108-42577-2,3922750,2009-12-15,APORTE,INACTIVA,41899.29,0,0.066,
4-109-45628-6,3246650,2017-03-26,APORTE,ACTIVA,81828.34,24,0.106,
8-104-76914-8,5277267,2011-05-15,AHORRO,INACTIVA,66089.29,36,0.052,
8-106-21944-1,4883960,2013-05-01,APORTE,INACTIVA,3045.48,12,0.034,
9-101-35100-7,3843908,2020-03-29,CRÉDITO,ACTIVA,39424.71,0,0.04,
6-108-37845-1,3790698,2010-04-13,CRÉDITO,INACTIVA,28291.22,0,0.071,
9-106-97593-2,3182197,2009-09-22,APORTE,INACTIVA,15509.03,6,0.094,
7-107-36318-7,4854825,2013-04-06,APORTE,INACTIVA,15507.56,12,0.053,
2-105-59823-4,3117109,2017-04-11,APORTE,CERRADA,45111.62,6,0.036,
7-103-69923-8,3467748,2015-08-29,APORTE,CERRADA,94134.52,6,0.084,
1-106-29253-2,5415129,2005-11-06,APORTE,CERRADA,25408.55,36,0.012,
8-109-33260-6,4967674,2005-01-16,APORTE,ACTIVA,52050.51,0,0.117,
6-109-66092-4,5061761,2008-04-16,APORTE,CERRADA,85093.43,6,0.076,
6-105-74330-4,5530077,2016-11-15,APORTE,ACTIVA,16520.16,24,0.067,
9-104-83667-4,4706690,2009-02-02,APORTE,CERRADA,86523.83,0,0.076,
5-107-19784-6,4912033,2000-12-17,APORTE,CERRADA,49568.24,6,0.066,
8-109-91215-9,2607759,2016-03-30,CRÉDITO,ACTIVA,32256.19,0,0.079,
3-108-33156-3,4936800,2016-02-28,APORTE,ACTIVA,51824.94,0,0.089,
8-105-42953-8,4343702,2023-07-18,APORTE,CERRADA,65775.29,24,0.09,
3-106-15790-3,4394954,2023-01-06,CRÉDITO,INACTIVA,9910.37,24,0.073,
2-100-87385-1,2561458,2007-10-19,APORTE,CERRADA,78087.85,12,0.017,
2-104-97169-9,4950408,2019-11-05,APORTE,INACTIVA,92278.32,0,0.086,
1-107-29881-6,3792620,2004-02-24,APORTE,ACTIVA,96436.62,36,0.056,
8-100-39020-4,5990237,2012-01-23,AHORRO,CERRADA,77315.68,24,0.027,
7-109-71828-7,5281614,2017-03-17,CRÉDITO,INACTIVA,18911.57,12,0.026,
8-103-10807-7,2505740,2000-10-11,AHORRO,INACTIVA,27910.99,0,0.084,
7-106-18281-3,3399577,2008-05-26,AHORRO,INACTIVA,42608.98,36,0.08,
2-105-30001-7,3276364,2002-06-19,APORTE,CERRADA,9036.65,36,0.117,
4-104-76306-4,3715547,2012-05-26,APORTE,INACTIVA,39816.76,6,0.015,
1-106-29835-5,5455300,2009-10-22,AHORRO,INACTIVA,29650.56,24,0.027,
2-102-32188-7,2135400,2011-10-04,CRÉDITO,INACTIVA,41363.76,12,0.113,
2-102-16200-6,2572007,2014-09-17,APORTE,CERRADA,4530.67,36,0.016,
5-101-50001-7,5963710,2003-10-14,CRÉDITO,INACTIVA,14460.7,24,0.067,
2-103-93553-1,3378484,2021-08-05,AHORRO,CERRADA,37631.82,12,0.098,
2-102-22678-2,5407505,2017-02-23,APORTE,ACTIVA,71642.12,36,0.112,
5-101-60303-4,4763965,2023-08-26,CRÉDITO,ACTIVA,31642.54,6,0.068,
6-100-20039-1,4631559,2005-08-05,APORTE,INACTIVA,97600.71,6,0.061,
6-104-67589-6,3277150,2015-07-29,APORTE,CERRADA,57085.42,36,0.075,
5-100-54514-4,2621712,2005-08-01,CRÉDITO,INACTIVA,89062.75,24,0.07,
1-105-56817-9,4581045,2002-01-13,AHORRO,CERRADA,31460.47,24,0.08,
3-104-83739-3,5624336,2021-05-29,AHORRO,CERRADA,7458.96,0,0.053,
3-108-39574-5,5131055,2006-05-05,AHORRO,INACTIVA,46641.21,0,0.082,
3-107-86475-3,4981081,2010-02-03,APORTE,INACTIVA,90175.6,0,0.077,
8-105-77351-5,4611554,2021-05-14,AHORRO,INACTIVA,81067.91,36,0.086,
5-105-53322-2,5527120,2005-02-09,AHORRO,CERRADA,9815.61,0,0.015,
5-108-84756-2,5566247,2017-07-18,APORTE,ACTIVA,69107.56,36,0.067,
8-102-86531-6,4014114,2016-12-17,CRÉDITO,INACTIVA,46760.42,24,0.083,
6-107-28712-3,5930800,2004-09-07,AHORRO,CERRADA,62438.34,24,0.014,
4-101-78482-4,4867202,2020-04-21,APORTE,CERRADA,23729.2,0,0.103,
9-109-10586-6,3013911,2021-01-18,AHORRO,INACTIVA,28991.4,24,0.037,
6-106-63707-6,4467466,2010-07-16,APORTE,INACTIVA,39262.91,12,0.104,
2-107-86615-2,5109802,2011-08-04,APORTE,INACTIVA,17950.49,36,0.052,
2-104-73225-4,4499125,2019-09-11,CRÉDITO,CERRADA,50666.42,24,0.119,
4-101-91503-8,5779177,2009-11-19,APORTE,ACTIVA,65029.0,24,0.106,
8-103-54793-9,2983431,2003-12-15,CRÉDITO,ACTIVA,72760.03,0,0.095,
7-100-61019-1,2446824,2021-02-18,APORTE,CERRADA,2461.29,12,0.111,
8-106-17309-6,2985168,2011-08-02,AHORRO,INACTIVA,76757.01,36,0.106,
8-104-20051-3,2207568,2008-08-23,AHORRO,INACTIVA,95270.9,0,0.047,
3-108-43212-9,2577303,2010-08-09,APORTE,INACTIVA,9427.72,24,0.072,
8-101-43066-1,4333329,2001-11-02,APORTE,CERRADA,16006.87,36,0.089,
2-101-46754-6,2574917,2012-12-20,AHORRO,CERRADA,59523.35,36,0.058,
4-103-53323-3,3795359,2009-10-05,CRÉDITO,INACTIVA,60225.27,0,0.09,
5-103-26864-8,3898430,2005-03-24,AHORRO,ACTIVA,50386.86,36,0.082,
4-102-78891-9,2505277,2005-10-19,AHORRO,CERRADA,57729.58,36,0.077,
5-107-40361-1,2013623,2017-08-10,APORTE,CERRADA,60972.45,12,0.034,
4-101-69813-6,3022048,2018-06-05,AHORRO,INACTIVA,7542.07,6,0.022,
6-102-38260-5,3566768,2000-12-13,AHORRO,CERRADA,23613.41,36,0.014,
1-100-45752-1,3300845,2020-03-28,APORTE,INACTIVA,20739.9,24,0.105,
1-100-78261-3,2276130,2013-06-04,CRÉDITO,INACTIVA,58233.89,6,0.108,
3-105-15448-4,4893399,2018-02-15,AHORRO,ACTIVA,46271.38,12,0.025,
7-103-96494-1,3208093,2016-03-27,AHORRO,CERRADA,27983.01,36,0.075,
4-105-61217-1,3571384,2010-08-26,CRÉDITO,CERRADA,6079.0,24,0.057,
6-105-36778-1,3348627,2014-04-11,CRÉDITO,ACTIVA,71082.33,12,0.046,
9-105-13974-8,5876990,2009-03-25,CRÉDITO,ACTIVA,10517.91,0,0.08,
7-102-85117-4,2349913,2001-11-13,AHORRO,CERRADA,50074.91,12,0.09,
3-109-30513-1,2983007,2009-01-03,CRÉDITO,CERRADA,66602.54,0,0.019,
3-107-73788-7,5737179,2010-09-28,AHORRO,CERRADA,91498.75,0,0.07,
3-103-74437-8,2754193,2022-08-22,APORTE,CERRADA,83242.77,0,0.061,
3-107-62781-7,5286647,2018-07-10,CRÉDITO,ACTIVA,47862.46,36,0.092,
7-102-43926-2,4708488,2017-11-18,CRÉDITO,CERRADA,71148.58,6,0.103,
5-106-25607-7,2441688,2002-10-04,CRÉDITO,ACTIVA,3572.2,36,0.057,
9-107-17162-1,2579460,2000-04-18,CRÉDITO,CERRADA,19255.89,6,0.118,
7-107-95984-6,5259641,2012-09-17,AHORRO,ACTIVA,64369.11,36,0.086,
8-100-69635-7,4466412,2006-06-12,CRÉDITO,INACTIVA,90825.21,6,0.068,
7-100-15310-4,4078051,2013-09-27,CRÉDITO,INACTIVA,3859.88,36,0.09,
3-105-50700-8,5661525,2023-10-28,CRÉDITO,ACTIVA,62940.48,6,0.081,
2-109-61662-5,4391241,2016-05-21,AHORRO,INACTIVA,3154.29,36,0.014,
8-109-12729-9,4812815,2019-08-14,CRÉDITO,INACTIVA,82476.04,24,0.098,
8-102-10847-8,4911160,2011-03-15,AHORRO,ACTIVA,81511.06,12,0.112,
6-102-31788-5,2173394,2022-04-20,APORTE,INACTIVA,97769.29,12,0.03,
1-106-38667-8,2185767,2020-04-25,APORTE,CERRADA,72348.61,6,0.032,
2-109-75747-8,4751750,2010-04-30,CRÉDITO,INACTIVA,63500.22,36,0.114,
6-103-21653-7,4454188,2001-12-08,CRÉDITO,INACTIVA,17448.84,0,0.037,
7-105-66246-4,4655590,2004-10-25,APORTE,INACTIVA,11037.57,0,0.099,
5-102-17226-4,2324008,2001-10-27,APORTE,INACTIVA,30970.03,12,0.026,
4-104-17284-2,3550454,2016-02-20,CRÉDITO,INACTIVA,31308.66,12,0.037,
9-104-61671-2,2452987,2010-08-15,AHORRO,INACTIVA,38944.52,24,0.036,
5-105-84326-8,2839425,2005-01-21,CRÉDITO,CERRADA,5982.71,6,0.093,
7-104-93128-7,2259464,2005-06-09,APORTE,CERRADA,43551.49,6,0.102,
3-100-95097-2,3081103,2012-01-11,APORTE,CERRADA,84090.89,36,0.097,
6-103-72756-6,3774299,2014-03-06,CRÉDITO,CERRADA,58199.44,24,0.05,
3-103-36497-5,3165744,2011-11-10,APORTE,INACTIVA,73427.57,12,0.012,
3-100-85712-6,2814619,2010-08-30,APORTE,ACTIVA,56342.12,6,0.018,
1-100-31339-7,5862288,2003-05-26,APORTE,ACTIVA,78464.38,12,0.031,
7-106-20184-7,3962404,2023-08-13,AHORRO,CERRADA,69392.1,6,0.063,
6-103-63011-9,5919465,2022-01-18,CRÉDITO,ACTIVA,95247.79,0,0.112,
8-108-49720-5,2106265,2001-12-19,CRÉDITO,INACTIVA,38201.28,6,0.066,
3-104-96901-6,3202899,2006-06-16,APORTE,CERRADA,94864.34,36,0.021,
3-104-42352-6,4934151,2007-04-09,AHORRO,ACTIVA,62621.8,12,0.107,
9-108-23620-5,2089855,2022-02-12,CRÉDITO,ACTIVA,65526.12,24,0.099,
4-104-13655-3,4209114,2003-07-16,APORTE,CERRADA,91940.6,12,0.013,
2-105-97667-1,2922339,2021-12-10,APORTE,INACTIVA,38202.2,12,0.078,
8-109-32259-5,5368259,2020-09-12,AHORRO,CERRADA,68414.33,24,0.052,
2-109-15359-9,4586621,2001-12-03,APORTE,ACTIVA,54955.94,6,0.058,
3-109-25587-8,4680590,2004-05-24,AHORRO,ACTIVA,30108.0,24,0.039,
1-104-53555-5,5319938,2017-08-20,APORTE,ACTIVA,83344.58,24,0.084,
6-108-15294-2,5694082,2002-11-14,AHORRO,ACTIVA,90129.2,36,0.11,
6-103-75105-6,2129739,2002-08-17,APORTE,ACTIVA,90070.27,6,0.051,
5-109-31926-1,5408826,2020-04-30,APORTE,INACTIVA,35667.61,36,0.099,
9-104-81207-5,4817877,2000-04-28,AHORRO,CERRADA,31855.79,24,0.112,
7-102-43338-6,2331884,2008-01-06,APORTE,ACTIVA,62403.65,12,0.051,
6-107-73389-4,3640744,2012-03-17,CRÉDITO,CERRADA,45088.42,12,0.052,
4-102-19188-3,2558322,2014-04-02,APORTE,CERRADA,28052.26,24,0.025,
2-104-13845-9,5790825,2001-11-15,APORTE,INACTIVA,25314.61,0,0.096,
5-109-14781-3,3083923,2023-05-17,APORTE,ACTIVA,18138.75,0,0.024,
3-105-93668-5,3467050,2016-11-08,AHORRO,CERRADA,97014.68,24,0.106,
4-108-58949-4,5226327,2019-07-23,AHORRO,CERRADA,51842.66,6,0.098,
2-102-41984-2,2194561,2007-05-08,APORTE,ACTIVA,60886.44,6,0.042,
2-107-96539-9,2382801,2006-05-22,APORTE,INACTIVA,86896.97,36,0.075,
8-109-31591-1,5480367,2002-12-11,APORTE,ACTIVA,96143.13,12,0.051,
3-101-17269-9,3721615,2006-10-29,AHORRO,INACTIVA,85429.2,0,0.089,
8-109-90159-1,5510660,2010-08-23,AHORRO,CERRADA,7344.19,0,0.086,
9-101-90269-2,3338920,2004-07-19,AHORRO,ACTIVA,83230.9,12,0.099,
3-102-25382-4,4211026,2012-02-22,AHORRO,ACTIVA,49151.51,12,0.052,
9-101-76854-2,4587683,2006-02-24,AHORRO,CERRADA,35952.84,6,0.045,
1-106-11300-2,3042825,2011-08-05,CRÉDITO,CERRADA,55566.26,0,0.065,
5-104-80651-5,5192459,2012-10-24,APORTE,INACTIVA,50945.67,0,0.015,
6-104-14733-6,4908513,2019-12-27,APORTE,CERRADA,39962.79,6,0.093,
9-103-67534-8,5349759,2011-02-09,CRÉDITO,INACTIVA,13907.11,24,0.113,
6-100-68122-9,2061402,2017-02-14,CRÉDITO,ACTIVA,28776.26,12,0.037,
3-102-11312-4,4675988,2017-04-02,AHORRO,INACTIVA,72187.64,0,0.116,
5-108-69940-7,4714985,2007-09-19,CRÉDITO,INACTIVA,29652.79,6,0.11,
8-104-35822-1,4950346,2023-06-02,CRÉDITO,CERRADA,20568.49,0,0.056,
4-103-64132-9,5546900,2007-10-12,AHORRO,ACTIVA,62966.85,12,0.033,
1-101-84698-3,4312852,2023-11-16,AHORRO,ACTIVA,72253.57,24,0.067,
7-103-15912-5,3064497,2013-11-09,CRÉDITO,INACTIVA,22309.71,0,0.113,
